ppg,art
38.344315,102.77298
37.159363,102.77298
36.3694,102.77298
35.97441,106.72281
35.97441,110.67264
35.97441,115.60989
35.97441,122.522125
35.97441,128.44687
36.764374,134.37161
36.764374,139.30887
37.159363,142.27121
37.554337,145.23361
37.159363,147.20853
37.159363,149.18344
36.764374,150.17087
36.764374,151.15836
36.3694,153.13327
35.97441,153.13327
35.579437,153.13327
35.18445,152.14578
35.18445,151.15836
35.18445,150.17087
35.18445,149.18344
35.18445,149.18344
35.18445,148.19595
35.18445,147.20853
35.18445,145.23361
35.18445,143.2587
35.18445,141.28378
35.579437,138.32138
35.18445,135.35904
34.78946,131.40921
34.78946,127.45938
33.999496,123.50955
33.604523,120.54721
33.209534,119.55972
32.41957,118.572296
32.024582,117.58481
31.629608,117.58481
31.23462,117.58481
31.23462,118.572296
30.83963,118.572296
30.83963,118.572296
30.83963,118.572296
31.23462,117.58481
31.23462,117.58481
31.629608,116.59738
32.41957,116.59738
33.209534,116.59738
34.394485,114.62247
35.97441,114.62247
37.949326,112.64755
39.92424,111.660065
43.47908,110.67264
47.42891,109.68515
50.983765,108.69772
54.933594,108.69772
58.093445,108.69772
62.438263,108.69772
65.203156,107.710236
66.78308,106.72281
69.152954,105.73532
70.73291,104.747894
69.94293,103.76041
69.152954,102.77298
68.36301,101.78549
66.78308,101.78549
65.203156,100.798065
63.22824,100.798065
61.253326,100.798065
59.27841,98.82315
56.90851,98.82315
54.933594,98.82315
52.95868,98.82315
50.983765,98.82315
49.403824,98.82315
47.033936,98.82315
45.05902,98.82315
43.084106,97.83566
40.714203,97.83566
38.73929,98.82315
36.3694,98.82315
34.394485,99.81058
32.41957,100.798065
30.444656,101.78549
28.864716,103.76041
27.28479,108.69772
26.099838,112.64755
24.914886,118.572296
24.124924,125.48447
24.519913,131.40921
24.124924,136.34653
24.519913,141.28378
24.914886,145.23361
25.309875,146.22104
25.309875,148.19595
25.704865,149.18344
25.309875,150.17087
25.309875,150.17087
24.914886,149.18344
24.519913,149.18344
24.519913,147.20853
24.124924,146.22104
23.72995,143.2587
23.72995,142.27121
22.939972,141.28378
23.33496,139.30887
23.72995,138.32138
23.72995,137.33395
24.124924,135.35904
24.914886,134.37161
25.309875,132.3967
25.704865,129.4343
26.099838,126.471954
26.494827,123.50955
26.494827,120.54721
26.099838,117.58481
26.099838,115.60989
25.704865,114.62247
25.309875,113.63498
24.914886,115.60989
24.914886,115.60989
24.519913,117.58481
24.519913,119.55972
24.124924,119.55972
24.519913,119.55972
24.519913,119.55972
25.309875,118.572296
25.309875,116.59738
26.494827,116.59738
27.28479,116.59738
28.469742,116.59738
30.049667,114.62247
32.024582,114.62247
34.78946,112.64755
37.159363,110.67264
40.714203,107.710236
44.664032,107.710236
48.61386,106.72281
52.56369,105.73532
55.723557,106.72281
59.67337,106.72281
62.833252,105.73532
64.01819,104.747894
64.80817,103.76041
65.203156,102.77298
64.80817,101.78549
63.6232,100.798065
62.043274,100.798065
60.46335,100.798065
58.488434,100.798065
56.11853,99.81058
54.143616,99.81058
52.56369,99.81058
50.983765,99.81058
49.403824,98.82315
48.218872,98.82315
47.42891,98.82315
46.243973,97.83566
45.05902,97.83566
43.87407,96.848236
42.689117,95.86075
41.10919,94.87332
39.92424,93.88583
38.344315,92.89841
37.554337,92.89841
36.3694,92.89841
35.579437,93.88583
34.78946,94.87332
34.394485,97.83566
34.394485,100.798065
34.394485,104.747894
34.78946,109.68515
35.18445,115.60989
35.97441,121.53464
36.764374,127.45938
36.764374,133.38412
37.159363,139.30887
37.159363,143.2587
36.764374,145.23361
35.579437,146.22104
34.394485,145.23361
33.209534,144.24612
32.024582,142.27121
30.444656,142.27121
28.864716,141.28378
27.28479,141.28378
26.494827,140.2963
25.309875,140.2963
24.124924,139.30887
23.72995,136.34653
22.939972,133.38412
22.544998,130.42178
22.15001,128.44687
21.755035,124.49704
21.755035,120.54721
21.360046,114.62247
21.360046,109.68515
20.965073,107.710236
20.570084,108.69772
20.175095,110.67264
19.385132,112.64755
18.990158,113.63498
18.59517,113.63498
18.20018,112.64755
17.805206,112.64755
17.805206,113.63498
17.805206,115.60989
18.20018,116.59738
18.20018,116.59738
18.59517,115.60989
18.990158,114.62247
19.385132,113.63498
20.570084,111.660065
21.360046,110.67264
22.15001,110.67264
24.124924,110.67264
26.099838,110.67264
28.469742,109.68515
31.23462,107.710236
34.394485,105.73532
37.949326,103.76041
41.899155,102.77298
45.848984,100.798065
49.403824,100.798065
53.353653,100.798065
55.723557,100.798065
57.69847,99.81058
60.06836,99.81058
60.858337,98.82315
60.06836,98.82315
59.27841,97.83566
58.883423,98.82315
56.90851,98.82315
54.933594,98.82315
52.95868,99.81058
50.983765,100.798065
49.00885,100.798065
47.42891,99.81058
45.453995,98.82315
44.26906,97.83566
42.689117,96.848236
41.504166,95.86075
40.31923,96.848236
39.134277,96.848236
37.949326,97.83566
36.3694,95.86075
35.579437,94.87332
34.394485,92.89841
33.209534,90.92349
32.41957,89.936005
32.024582,90.92349
31.629608,93.88583
32.024582,98.82315
32.024582,102.77298
32.814545,108.69772
33.209534,114.62247
33.604523,119.55972
34.78946,124.49704
35.18445,131.40921
35.18445,134.37161
35.579437,138.32138
35.579437,140.2963
35.579437,142.27121
35.18445,141.28378
34.78946,141.28378
34.394485,140.2963
33.999496,138.32138
33.209534,136.34653
32.814545,134.37161
32.41957,133.38412
31.629608,131.40921
31.629608,130.42178
31.23462,128.44687
31.23462,125.48447
30.444656,123.50955
30.444656,121.53464
30.83963,118.572296
31.23462,115.60989
30.83963,111.660065
31.23462,109.68515
31.23462,107.710236
31.23462,106.72281
31.23462,105.73532
30.83963,105.73532
30.83963,106.72281
30.444656,107.710236
29.654694,109.68515
29.259705,109.68515
28.864716,110.67264
28.074753,110.67264
27.28479,111.660065
26.889801,112.64755
26.494827,112.64755
25.704865,112.64755
25.309875,112.64755
25.309875,111.660065
25.309875,110.67264
25.704865,109.68515
26.494827,109.68515
27.67978,108.69772
29.654694,106.72281
31.23462,105.73532
34.394485,104.747894
37.949326,103.76041
41.10919,103.76041
44.26906,102.77298
48.61386,101.78549
52.1687,101.78549
54.933594,100.798065
56.51352,99.81058
58.488434,98.82315
60.06836,98.82315
60.06836,97.83566
59.27841,97.83566
58.488434,96.848236
56.51352,97.83566
54.933594,97.83566
52.95868,97.83566
50.983765,96.848236
49.403824,96.848236
47.8239,97.83566
45.848984,95.86075
44.26906,96.848236
42.689117,96.848236
41.10919,95.86075
39.92424,94.87332
38.344315,93.88583
36.764374,91.91092
35.18445,90.92349
33.999496,89.936005
32.41957,91.91092
31.23462,92.89841
30.83963,93.88583
30.83963,95.86075
30.444656,96.848236
31.23462,99.81058
32.024582,103.76041
33.209534,108.69772
33.604523,115.60989
34.78946,122.522125
35.97441,130.42178
36.764374,135.35904
37.159363,138.32138
37.159363,138.32138
37.554337,138.32138
37.159363,139.30887
36.764374,140.2963
36.3694,140.2963
35.579437,141.28378
34.78946,140.2963
33.604523,139.30887
32.814545,136.34653
32.024582,133.38412
31.23462,130.42178
30.83963,128.44687
30.444656,128.44687
29.654694,128.44687
29.654694,128.44687
28.864716,127.45938
28.074753,123.50955
26.889801,119.55972
26.099838,115.60989
24.914886,112.64755
23.33496,109.68515
22.15001,107.710236
21.360046,106.72281
20.570084,107.710236
19.78012,108.69772
19.385132,111.660065
18.990158,113.63498
18.59517,114.62247
18.59517,114.62247
18.59517,114.62247
18.20018,113.63498
18.20018,113.63498
18.20018,111.660065
18.59517,110.67264
18.20018,111.660065
18.59517,110.67264
19.78012,111.660065
20.965073,111.660065
22.544998,111.660065
25.704865,110.67264
28.864716,108.69772
31.629608,106.72281
35.97441,105.73532
39.92424,103.76041
44.664032,102.77298
49.00885,100.798065
52.1687,99.81058
55.723557,98.82315
59.27841,97.83566
60.46335,97.83566
61.253326,97.83566
62.043274,96.848236
61.253326,95.86075
59.67337,94.87332
58.488434,94.87332
56.51352,94.87332
54.143616,94.87332
51.773727,94.87332
49.403824,95.86075
48.218872,95.86075
46.243973,96.848236
45.05902,95.86075
43.47908,95.86075
42.294144,94.87332
40.714203,93.88583
39.52925,92.89841
38.73929,92.89841
37.554337,92.89841
